areatype,date,name,code,newCasesByPublishDate,cumCasesByPublishDate,cumCasesBySpecimenDateRate,newCasesBySpecimenDate,cumCasesBySpecimenDate,newPillarOneTestsByPublishDate,cumPillarOneTestsByPublishDate,newPillarTwoTestsByPublishDate,cumPillarTwoTestsByPublishDate,newPillarThreeTestsByPublishDate,cumPillarThreeTestsByPublishDate,newAdmissions,cumAdmissions,cumAdmissionsByAge,cumTestsByPublishDate,newTestsByPublishDate,covidOccupiedMVBeds,hospitalCases,newDeaths28DaysByPublishDate,cumDeaths28DaysByPublishDate,cumDeaths28DaysByPublishDateRate,newDeaths28DaysByDeathDate,cumDeaths28DaysByDeathDate,cumDeaths28DaysByDeathDateRate
nation,2021-03-09,England,E92000001,4894.0,3703136.0,6557.5,5221.0,3708264.0,67547.0,17052618.0,1252768.0,65185946.0,2542.0,2067702.0,483.0,386825.0,"[{'age': '18_to_64', 'rate': 398.9, 'value': 135585}, {'age': '6_to_17', 'rate': 31.6, 'value': 2581}, {'age': '0_to_5', 'rate': 67.4, 'value': 2648}, {'age': '85+', 'rate': 5784.0, 'value': 81347}, {'age': '65_to_84', 'rate': 1765.9, 'value': 159947}]",84306266.0,1322857.0,1187.0,7451.0,207.0,109871.0,194.3,113.0,110481.0,195.4
nation,2021-03-10,England,E92000001,4863.0,3707999.0,6566.3,5012.0,3713276.0,73897.0,17137162.0,1411768.0,66701351.0,3079.0,2072494.0,494.0,387319.0,"[{'age': '18_to_64', 'rate': 399.5, 'value': 135810}, {'age': '6_to_17', 'rate': 31.6, 'value': 2584}, {'age': '0_to_5', 'rate': 67.7, 'value': 2659}, {'age': '85+', 'rate': 5790.9, 'value': 81444}, {'age': '65_to_84', 'rate': 1767.6, 'value': 160105}]",85911007.0,1488744.0,1137.0,6975.0,156.0,110027.0,194.6,97.0,110578.0,195.5
nation,2021-03-11,England,E92000001,5744.0,3713743.0,6574.6,4691.0,3717967.0,65195.0,17202357.0,1487867.0,68308574.0,2490.0,2074984.0,449.0,387768.0,"[{'age': '18_to_64', 'rate': 400.2, 'value': 136023}, {'age': '6_to_17', 'rate': 31.7, 'value': 2587}, {'age': '0_to_5', 'rate': 67.9, 'value': 2666}, {'age': '85+', 'rate': 5796.2, 'value': 81519}, {'age': '65_to_84', 'rate': 1769.3, 'value': 160256}]",87585915.0,1555552.0,1101.0,6687.0,138.0,110165.0,194.8,107.0,110685.0,195.7
nation,2021-03-12,England,E92000001,5529.0,3719272.0,6582.8,4623.0,3722590.0,63420.0,17265777.0,1284499.0,69712519.0,2788.0,2077772.0,386.0,388154.0,"[{'age': '18_to_64', 'rate': 400.7, 'value': 136216}, {'age': '6_to_17', 'rate': 31.7, 'value': 2592}, {'age': '0_to_5', 'rate': 67.9, 'value': 2669}, {'age': '85+', 'rate': 5801.7, 'value': 81596}, {'age': '65_to_84', 'rate': 1770.5, 'value': 160364}]",89056068.0,1350707.0,1023.0,6391.0,145.0,110310.0,195.1,81.0,110766.0,195.9
nation,2021-03-13,England,E92000001,4539.0,3723811.0,6588.9,3456.0,3726046.0,58232.0,17324009.0,334203.0,70080907.0,711.0,2078483.0,385.0,388539.0,"[{'age': '18_to_64', 'rate': 401.3, 'value': 136405}, {'age': '6_to_17', 'rate': 31.8, 'value': 2595}, {'age': '0_to_5', 'rate': 68.0, 'value': 2671}, {'age': '85+', 'rate': 5806.1, 'value': 81658}, {'age': '65_to_84', 'rate': 1771.9, 'value': 160493}]",89483399.0,393146.0,1000.0,6072.0,106.0,110416.0,195.3,100.0,110866.0,196.0
nation,2021-03-14,England,E92000001,3774.0,3727585.0,6595.3,3586.0,3729632.0,56335.0,17380344.0,869966.0,70977561.0,265.0,2078748.0,357.0,388896.0,"[{'age': '18_to_64', 'rate': 401.8, 'value': 136569}, {'age': '6_to_17', 'rate': 31.9, 'value': 2604}, {'age': '0_to_5', 'rate': 68.1, 'value': 2676}, {'age': '85+', 'rate': 5810.8, 'value': 81723}, {'age': '65_to_84', 'rate': 1773.1, 'value': 160604}]",90436653.0,926566.0,963.0,6039.0,40.0,110456.0,195.3,79.0,110945.0,196.2
nation,2021-03-15,England,E92000001,4264.0,3731849.0,6604.9,5442.0,3735074.0,58041.0,17438385.0,1469240.0,72556381.0,1545.0,2080293.0,431.0,389327.0,"[{'age': '18_to_64', 'rate': 402.3, 'value': 136762}, {'age': '6_to_17', 'rate': 32.0, 'value': 2612}, {'age': '0_to_5', 'rate': 68.2, 'value': 2681}, {'age': '85+', 'rate': 5815.5, 'value': 81790}, {'age': '65_to_84', 'rate': 1774.9, 'value': 160760}]",92075059.0,1528826.0,930.0,5976.0,61.0,110517.0,195.4,84.0,111029.0,196.3
nation,2021-03-16,England,E92000001,4391.0,3736240.0,6613.3,4743.0,3739817.0,77727.0,17516112.0,1184701.0,73848168.0,1987.0,2082280.0,364.0,389691.0,"[{'age': '18_to_64', 'rate': 402.8, 'value': 136927}, {'age': '6_to_17', 'rate': 32.0, 'value': 2615}, {'age': '0_to_5', 'rate': 68.3, 'value': 2685}, {'age': '85+', 'rate': 5820.8, 'value': 81864}, {'age': '65_to_84', 'rate': 1776.2, 'value': 160878}]",93446560.0,1264415.0,882.0,5664.0,101.0,110618.0,195.6,66.0,111095.0,196.5
nation,2021-03-17,England,E92000001,4827.0,3741067.0,6621.9,4850.0,3744667.0,72890.0,17598699.0,1481193.0,75419715.0,2757.0,2085977.0,343.0,390034.0,"[{'age': '18_to_64', 'rate': 403.3, 'value': 137086}, {'age': '6_to_17', 'rate': 32.1, 'value': 2618}, {'age': '0_to_5', 'rate': 68.4, 'value': 2687}, {'age': '85+', 'rate': 5823.9, 'value': 81908}, {'age': '65_to_84', 'rate': 1777.6, 'value': 161012}]",95104391.0,1556840.0,846.0,5397.0,121.0,110739.0,195.8,65.0,111160.0,196.6
nation,2021-03-18,England,E92000001,5213.0,3746280.0,6629.9,4527.0,3749194.0,65924.0,17679340.0,1298072.0,76840874.0,2566.0,2088543.0,351.0,390385.0,"[{'age': '18_to_64', 'rate': 403.8, 'value': 137249}, {'age': '6_to_17', 'rate': 32.2, 'value': 2625}, {'age': '0_to_5', 'rate': 68.4, 'value': 2688}, {'age': '85+', 'rate': 5827.8, 'value': 81963}, {'age': '65_to_84', 'rate': 1779.0, 'value': 161137}]",96608757.0,1366562.0,797.0,5083.0,83.0,110822.0,196.0,51.0,111211.0,196.7
nation,2021-03-19,England,E92000001,3809.0,3750089.0,6637.2,4142.0,3753336.0,64915.0,17744255.0,802685.0,77730449.0,2694.0,2091237.0,283.0,390668.0,"[{'age': '18_to_64', 'rate': 404.2, 'value': 137387}, {'age': '6_to_17', 'rate': 32.2, 'value': 2630}, {'age': '0_to_5', 'rate': 68.5, 'value': 2692}, {'age': '85+', 'rate': 5831.3, 'value': 82012}, {'age': '65_to_84', 'rate': 1780.0, 'value': 161224}]",97565941.0,870294.0,749.0,4841.0,81.0,110903.0,196.1,56.0,111267.0,196.8
nation,2021-03-20,England,E92000001,4732.0,3754821.0,6643.1,3372.0,3756708.0,55876.0,17800131.0,353889.0,78116002.0,1194.0,2092431.0,287.0,390955.0,"[{'age': '18_to_64', 'rate': 404.5, 'value': 137513}, {'age': '6_to_17', 'rate': 32.3, 'value': 2636}, {'age': '0_to_5', 'rate': 68.7, 'value': 2700}, {'age': '85+', 'rate': 5835.2, 'value': 82067}, {'age': '65_to_84', 'rate': 1781.0, 'value': 161316}]",98008564.0,410959.0,710.0,4589.0,82.0,110985.0,196.3,59.0,111326.0,196.9
nation,2021-03-21,England,E92000001,4459.0,3759280.0,6651.1,4518.0,3761226.0,57725.0,17857856.0,1787512.0,79927484.0,1112.0,2093543.0,279.0,391234.0,"[{'age': '18_to_64', 'rate': 404.9, 'value': 137647}, {'age': '6_to_17', 'rate': 32.3, 'value': 2638}, {'age': '0_to_5', 'rate': 68.9, 'value': 2707}, {'age': '85+', 'rate': 5838.8, 'value': 82117}, {'age': '65_to_84', 'rate': 1781.9, 'value': 161402}]",99878883.0,1846349.0,692.0,4492.0,26.0,111011.0,196.3,70.0,111396.0,197.0
nation,2021-03-22,England,E92000001,4746.0,3764026.0,6660.2,5149.0,3766375.0,65831.0,17923687.0,1074841.0,81139293.0,2602.0,2096145.0,294.0,391528.0,"[{'age': '18_to_64', 'rate': 405.3, 'value': 137779}, {'age': '6_to_17', 'rate': 32.4, 'value': 2644}, {'age': '0_to_5', 'rate': 69.1, 'value': 2713}, {'age': '85+', 'rate': 5842.1, 'value': 82164}, {'age': '65_to_84', 'rate': 1783.1, 'value': 161505}]",101159125.0,1143274.0,676.0,4501.0,16.0,111027.0,196.3,58.0,111454.0,197.1
nation,2021-03-23,England,E92000001,4583.0,3768609.0,6667.9,4346.0,3770721.0,77273.0,18000960.0,702027.0,81912034.0,2272.0,2098417.0,295.0,391823.0,"[{'age': '18_to_64', 'rate': 405.7, 'value': 137917}, {'age': '6_to_17', 'rate': 32.5, 'value': 2651}, {'age': '0_to_5', 'rate': 69.2, 'value': 2720}, {'age': '85+', 'rate': 5846.9, 'value': 82231}, {'age': '65_to_84', 'rate': 1783.9, 'value': 161579}]",102011411.0,781572.0,647.0,4245.0,103.0,111130.0,196.5,46.0,111500.0,197.2
nation,2021-03-24,England,E92000001,4615.0,3773224.0,6677.0,5117.0,3775838.0,73598.0,18074558.0,1652666.0,83614488.0,2112.0,2102030.0,277.0,392100.0,"[{'age': '18_to_64', 'rate': 406.1, 'value': 138049}, {'age': '6_to_17', 'rate': 32.5, 'value': 2654}, {'age': '0_to_5', 'rate': 69.3, 'value': 2724}, {'age': '85+', 'rate': 5850.1, 'value': 82276}, {'age': '65_to_84', 'rate': 1784.9, 'value': 161670}]",103791076.0,1728376.0,613.0,4005.0,92.0,111222.0,196.7,34.0,111534.0,197.2
nation,2021-03-25,England,E92000001,5286.0,3778510.0,6684.8,4451.0,3780289.0,67751.0,18156206.0,1132017.0,84896798.0,2379.0,2104409.0,288.0,392388.0,"[{'age': '18_to_64', 'rate': 406.5, 'value': 138181}, {'age': '6_to_17', 'rate': 32.6, 'value': 2660}, {'age': '0_to_5', 'rate': 69.4, 'value': 2728}, {'age': '85+', 'rate': 5853.6, 'value': 82325}, {'age': '65_to_84', 'rate': 1786.0, 'value': 161767}]",105157413.0,1202147.0,566.0,3763.0,49.0,111271.0,196.8,37.0,111571.0,197.3
nation,2021-03-26,England,E92000001,5273.0,3783783.0,6691.3,3628.0,3783917.0,63828.0,18220034.0,588747.0,85521925.0,1939.0,2106348.0,245.0,392633.0,"[{'age': '18_to_64', 'rate': 406.8, 'value': 138290}, {'age': '6_to_17', 'rate': 32.7, 'value': 2668}, {'age': '0_to_5', 'rate': 69.6, 'value': 2733}, {'age': '85+', 'rate': 5855.9, 'value': 82358}, {'age': '65_to_84', 'rate': 1787.0, 'value': 161857}]",105848307.0,654514.0,559.0,3712.0,61.0,111332.0,196.9,41.0,111612.0,197.4
nation,2021-03-27,England,E92000001,3813.0,3786746.0,6696.5,2946.0,3786863.0,58934.0,18278968.0,357708.0,85909253.0,950.0,2107298.0,217.0,392850.0,"[{'age': '18_to_64', 'rate': 407.1, 'value': 138389}, {'age': '6_to_17', 'rate': 32.7, 'value': 2673}, {'age': '0_to_5', 'rate': 69.6, 'value': 2734}, {'age': '85+', 'rate': 5858.5, 'value': 82394}, {'age': '65_to_84', 'rate': 1787.8, 'value': 161932}]",106295519.0,417592.0,537.0,3676.0,43.0,111375.0,196.9,29.0,111641.0,197.4
nation,2021-03-28,England,E92000001,3153.0,3789899.0,6703.7,4102.0,3790965.0,54150.0,18333118.0,1540914.0,87475903.0,2082.0,2109380.0,221.0,393071.0,"[{'age': '18_to_64', 'rate': 407.4, 'value': 138489}, {'age': '6_to_17', 'rate': 32.8, 'value': 2677}, {'age': '0_to_5', 'rate': 69.7, 'value': 2737}, {'age': '85+', 'rate': 5861.2, 'value': 82432}, {'age': '65_to_84', 'rate': 1788.6, 'value': 162008}]",107918401.0,1597146.0,532.0,3438.0,17.0,111392.0,197.0,27.0,111668.0,197.5
nation,2021-03-29,England,E92000001,4112.0,3794011.0,6709.4,3198.0,3794163.0,65942.0,18399060.0,858382.0,88382487.0,1329.0,2110709.0,206.0,393277.0,"[{'age': '18_to_64', 'rate': 407.7, 'value': 138591}, {'age': '6_to_17', 'rate': 32.8, 'value': 2682}, {'age': '0_to_5', 'rate': 69.7, 'value': 2739}, {'age': '85+', 'rate': 5863.2, 'value': 82460}, {'age': '65_to_84', 'rate': 1789.4, 'value': 162077}]",108892256.0,925653.0,532.0,3466.0,22.0,111414.0,197.0,26.0,111694.0,197.5
nation,2021-03-30,England,E92000001,3384.0,3797395.0,6714.6,2956.0,3797119.0,78543.0,18477603.0,561689.0,88980525.0,2348.0,2113057.0,217.0,393494.0,"[{'age': '18_to_64', 'rate': 408.0, 'value': 138698}, {'age': '6_to_17', 'rate': 32.9, 'value': 2689}, {'age': '0_to_5', 'rate': 69.8, 'value': 2744}, {'age': '85+', 'rate': 5865.4, 'value': 82491}, {'age': '65_to_84', 'rate': 1790.1, 'value': 162144}]",109571185.0,642580.0,518.0,3283.0,39.0,111453.0,197.1,38.0,111732.0,197.6
nation,2021-03-31,England,E92000001,3327.0,3800722.0,6720.2,3148.0,3800267.0,65059.0,18550914.0,1127243.0,90155822.0,2044.0,2114495.0,225.0,393719.0,"[{'age': '18_to_64', 'rate': 408.3, 'value': 138807}, {'age': '6_to_17', 'rate': 33.0, 'value': 2694}, {'age': '0_to_5', 'rate': 70.0, 'value': 2750}, {'age': '85+', 'rate': 5868.1, 'value': 82529}, {'age': '65_to_84', 'rate': 1790.9, 'value': 162211}]",110821231.0,1194346.0,501.0,3084.0,36.0,111489.0,197.2,37.0,111769.0,197.6
nation,2021-04-01,England,E92000001,3784.0,3804506.0,6725.2,2866.0,3803133.0,66658.0,18617572.0,825347.0,91106246.0,2520.0,2117015.0,180.0,393899.0,"[{'age': '18_to_64', 'rate': 408.6, 'value': 138892}, {'age': '6_to_17', 'rate': 33.0, 'value': 2696}, {'age': '0_to_5', 'rate': 70.1, 'value': 2754}, {'age': '85+', 'rate': 5869.7, 'value': 82552}, {'age': '65_to_84', 'rate': 1791.6, 'value': 162277}]",111840833.0,894525.0,470.0,2928.0,41.0,111530.0,197.2,28.0,111797.0,197.7
nation,2021-04-02,England,E92000001,2881.0,3807387.0,6729.0,2128.0,3805261.0,49683.0,18667255.0,466349.0,91635951.0,1215.0,2118230.0,178.0,394077.0,"[{'age': '18_to_64', 'rate': 408.8, 'value': 138973}, {'age': '6_to_17', 'rate': 33.0, 'value': 2697}, {'age': '0_to_5', 'rate': 70.3, 'value': 2760}, {'age': '85+', 'rate': 5872.0, 'value': 82585}, {'age': '65_to_84', 'rate': 1792.2, 'value': 162334}]",112421436.0,517247.0,436.0,2784.0,47.0,111577.0,197.3,19.0,111816.0,197.7
nation,2021-04-03,England,E92000001,2847.0,3810234.0,6732.6,2014.0,3807275.0,48357.0,18715612.0,306159.0,91976858.0,535.0,2118765.0,179.0,394256.0,"[{'age': '18_to_64', 'rate': 409.1, 'value': 139057}, {'age': '6_to_17', 'rate': 33.1, 'value': 2702}, {'age': '0_to_5', 'rate': 70.3, 'value': 2762}, {'age': '85+', 'rate': 5874.0, 'value': 82613}, {'age': '65_to_84', 'rate': 1792.9, 'value': 162394}]",112811235.0,355051.0,433.0,2677.0,8.0,111585.0,197.3,27.0,111843.0,197.8
nation,2021-04-04,England,E92000001,1954.0,3812188.0,6736.0,1923.0,3809198.0,56233.0,18771845.0,728868.0,92735267.0,378.0,2119143.0,156.0,394412.0,"[{'age': '18_to_64', 'rate': 409.3, 'value': 139136}, {'age': '6_to_17', 'rate': 33.1, 'value': 2705}, {'age': '0_to_5', 'rate': 70.4, 'value': 2765}, {'age': '85+', 'rate': 5875.9, 'value': 82639}, {'age': '65_to_84', 'rate': 1793.4, 'value': 162439}]",113626255.0,785479.0,422.0,2672.0,10.0,111595.0,197.3,24.0,111867.0,197.8
nation,2021-04-05,England,E92000001,2236.0,3814424.0,6739.8,2192.0,3811390.0,56761.0,18828606.0,653338.0,93519514.0,440.0,2119583.0,188.0,394600.0,"[{'age': '18_to_64', 'rate': 409.6, 'value': 139223}, {'age': '6_to_17', 'rate': 33.2, 'value': 2714}, {'age': '0_to_5', 'rate': 70.5, 'value': 2769}, {'age': '85+', 'rate': 5877.8, 'value': 82666}, {'age': '65_to_84', 'rate': 1794.1, 'value': 162500}]",114467703.0,710539.0,416.0,2680.0,16.0,111611.0,197.4,10.0,111877.0,197.8
nation,2021-04-06,England,E92000001,1937.0,3816361.0,6744.4,2565.0,3813955.0,71360.0,18899966.0,514367.0,94114058.0,2215.0,2121798.0,183.0,394783.0,"[{'age': '18_to_64', 'rate': 409.9, 'value': 139329}, {'age': '6_to_17', 'rate': 33.3, 'value': 2717}, {'age': '0_to_5', 'rate': 70.5, 'value': 2769}, {'age': '85+', 'rate': 5879.7, 'value': 82692}, {'age': '65_to_84', 'rate': 1794.6, 'value': 162548}]",115135822.0,587942.0,406.0,2588.0,15.0,111626.0,197.4,23.0,111900.0,197.9
nation,2021-04-07,England,E92000001,2304.0,3818665.0,6749.0,2591.0,3816546.0,69063.0,18969029.0,905219.0,95071567.0,2354.0,2124152.0,189.0,394972.0,"[{'age': '18_to_64', 'rate': 410.1, 'value': 139419}, {'age': '6_to_17', 'rate': 33.3, 'value': 2722}, {'age': '0_to_5', 'rate': 70.5, 'value': 2771}, {'age': '85+', 'rate': 5882.1, 'value': 82726}, {'age': '65_to_84', 'rate': 1795.2, 'value': 162606}]",116164748.0,976636.0,393.0,2486.0,40.0,111666.0,197.5,25.0,111925.0,197.9
nation,2021-04-08,England,E92000001,2486.0,3821151.0,6753.3,2481.0,3819027.0,70153.0,19047356.0,799872.0,95982518.0,2498.0,2126650.0,167.0,395139.0,"[{'age': '18_to_64', 'rate': 410.4, 'value': 139512}, {'age': '6_to_17', 'rate': 33.4, 'value': 2727}, {'age': '0_to_5', 'rate': 70.6, 'value': 2773}, {'age': '85+', 'rate': 5883.5, 'value': 82746}, {'age': '65_to_84', 'rate': 1795.7, 'value': 162652}]",117156524.0,872523.0,377.0,2382.0,44.0,111710.0,197.5,31.0,111956.0,198.0
nation,2021-04-09,England,E92000001,2638.0,3815779.0,6757.4,2314.0,3821341.0,67930.0,19115286.0,546096.0,96603930.0,2805.0,2129455.0,167.0,395306.0,"[{'age': '18_to_64', 'rate': 410.6, 'value': 139590}, {'age': '6_to_17', 'rate': 33.4, 'value': 2731}, {'age': '0_to_5', 'rate': 70.6, 'value': 2775}, {'age': '85+', 'rate': 5884.8, 'value': 82764}, {'age': '65_to_84', 'rate': 1796.5, 'value': 162717}]",117848671.0,616831.0,362.0,2321.0,51.0,111761.0,197.6,17.0,111973.0,198.0
nation,2021-04-10,England,E92000001,2032.0,3817811.0,6760.8,1888.0,3823229.0,66404.0,19181690.0,374893.0,97016426.0,915.0,2130370.0,151.0,395457.0,"[{'age': '18_to_64', 'rate': 410.9, 'value': 139661}, {'age': '6_to_17', 'rate': 33.5, 'value': 2733}, {'age': '0_to_5', 'rate': 70.7, 'value': 2778}, {'age': '85+', 'rate': 5886.5, 'value': 82788}, {'age': '65_to_84', 'rate': 1797.0, 'value': 162768}]",118328486.0,442212.0,342.0,2190.0,33.0,111794.0,197.7,18.0,111991.0,198.0
nation,2021-04-11,England,E92000001,1338.0,3819149.0,6764.1,1902.0,3825131.0,54404.0,19236948.0,1123080.0,98175284.0,515.0,2130885.0,175.0,395632.0,"[{'age': '18_to_64', 'rate': 411.1, 'value': 139753}, {'age': '6_to_17', 'rate': 33.5, 'value': 2737}, {'age': '0_to_5', 'rate': 70.8, 'value': 2781}, {'age': '85+', 'rate': 5888.6, 'value': 82818}, {'age': '65_to_84', 'rate': 1797.5, 'value': 162814}]",119543117.0,1177999.0,343.0,2096.0,3.0,111797.0,197.7,19.0,112010.0,198.1
nation,2021-04-12,England,E92000001,3222.0,3822371.0,6768.1,2236.0,3827367.0,62161.0,19308715.0,770521.0,99083531.0,1874.0,2134219.0,173.0,395805.0,"[{'age': '18_to_64', 'rate': 411.4, 'value': 139836}, {'age': '6_to_17', 'rate': 33.6, 'value': 2741}, {'age': '0_to_5', 'rate': 70.9, 'value': 2784}, {'age': '85+', 'rate': 5889.9, 'value': 82836}, {'age': '65_to_84', 'rate': 1798.3, 'value': 162879}]",120526465.0,834556.0,337.0,2108.0,13.0,111810.0,197.7,25.0,112035.0,198.1
nation,2021-04-13,England,E92000001,2070.0,3824441.0,6771.5,1910.0,3829277.0,83982.0,19392697.0,546235.0,99705005.0,2010.0,2136229.0,153.0,395958.0,"[{'age': '18_to_64', 'rate': 411.6, 'value': 139916}, {'age': '6_to_17', 'rate': 33.6, 'value': 2742}, {'age': '0_to_5', 'rate': 70.9, 'value': 2784}, {'age': '85+', 'rate': 5891.7, 'value': 82861}, {'age': '65_to_84', 'rate': 1798.8, 'value': 162926}]",121233931.0,632227.0,333.0,2057.0,18.0,111828.0,197.8,19.0,112054.0,198.1
nation,2021-04-14,England,E92000001,2054.0,3826495.0,6774.9,1945.0,3831222.0,71188.0,19463885.0,1022137.0,100775911.0,2280.0,2139279.0,156.0,396114.0,"[{'age': '18_to_64', 'rate': 411.8, 'value': 139993}, {'age': '6_to_17', 'rate': 33.6, 'value': 2746}, {'age': '0_to_5', 'rate': 71.0, 'value': 2789}, {'age': '85+', 'rate': 5893.7, 'value': 82889}, {'age': '65_to_84', 'rate': 1799.2, 'value': 162968}]",122379075.0,1095605.0,315.0,1972.0,34.0,111862.0,197.8,9.0,112063.0,198.2
nation,2021-04-15,England,E92000001,2171.0,3828666.0,6778.1,1804.0,3833026.0,63093.0,19526978.0,871585.0,101773992.0,2301.0,2141580.0,127.0,396241.0,"[{'age': '18_to_64', 'rate': 412.0, 'value': 140054}, {'age': '6_to_17', 'rate': 33.7, 'value': 2748}, {'age': '0_to_5', 'rate': 71.0, 'value': 2791}, {'age': '85+', 'rate': 5894.8, 'value': 82905}, {'age': '65_to_84', 'rate': 1799.7, 'value': 163014}]",123442550.0,936979.0,294.0,1885.0,25.0,111887.0,197.9,17.0,112080.0,198.2
nation,2021-04-16,England,E92000001,2225.0,3830891.0,6781.3,1811.0,3834837.0,65479.0,19592457.0,563949.0,102418797.0,2116.0,2143696.0,118.0,396359.0,"[{'age': '18_to_64', 'rate': 412.2, 'value': 140116}, {'age': '6_to_17', 'rate': 33.7, 'value': 2749}, {'age': '0_to_5', 'rate': 71.1, 'value': 2793}, {'age': '85+', 'rate': 5896.1, 'value': 82923}, {'age': '65_to_84', 'rate': 1800.1, 'value': 163049}]",124154950.0,631544.0,298.0,1844.0,30.0,111917.0,197.9,15.0,112095.0,198.2
nation,2021-04-17,England,E92000001,1897.0,3832788.0,6783.6,1308.0,3836145.0,59684.0,19652141.0,399963.0,102856299.0,927.0,2144623.0,135.0,396494.0,"[{'age': '18_to_64', 'rate': 412.4, 'value': 140180}, {'age': '6_to_17', 'rate': 33.7, 'value': 2750}, {'age': '0_to_5', 'rate': 71.2, 'value': 2796}, {'age': '85+', 'rate': 5897.8, 'value': 82947}, {'age': '65_to_84', 'rate': 1800.6, 'value': 163092}]",124653063.0,460574.0,292.0,1735.0,31.0,111948.0,198.0,19.0,112114.0,198.3
nation,2021-04-18,England,E92000001,1495.0,3834283.0,6787.4,2129.0,3838274.0,54207.0,19706348.0,1576875.0,104474343.0,227.0,2144850.0,112.0,396606.0,"[{'age': '18_to_64', 'rate': 412.5, 'value': 140234}, {'age': '6_to_17', 'rate': 33.7, 'value': 2751}, {'age': '0_to_5', 'rate': 71.2, 'value': 2797}, {'age': '85+', 'rate': 5899.1, 'value': 82966}, {'age': '65_to_84', 'rate': 1801.0, 'value': 163129}]",126325541.0,1631309.0,283.0,1691.0,7.0,111955.0,198.0,15.0,112129.0,198.3
nation,2021-04-19,England,E92000001,2550.0,3836833.0,6791.1,2129.0,3840403.0,69608.0,19775956.0,927623.0,105578244.0,1440.0,2146290.0,138.0,396744.0,"[{'age': '18_to_64', 'rate': 412.7, 'value': 140295}, {'age': '6_to_17', 'rate': 33.7, 'value': 2754}, {'age': '0_to_5', 'rate': 71.2, 'value': 2798}, {'age': '85+', 'rate': 5900.3, 'value': 82982}, {'age': '65_to_84', 'rate': 1801.6, 'value': 163186}]",127500490.0,998671.0,291.0,1732.0,2.0,111957.0,198.0,16.0,112145.0,198.3
nation,2021-04-20,England,E92000001,2169.0,3839002.0,6794.6,1943.0,3842346.0,85658.0,19877684.0,588533.0,106243704.0,1821.0,2149193.0,98.0,396842.0,"[{'age': '18_to_64', 'rate': 412.9, 'value': 140341}, {'age': '6_to_17', 'rate': 33.7, 'value': 2755}, {'age': '0_to_5', 'rate': 71.2, 'value': 2799}, {'age': '85+', 'rate': 5901.3, 'value': 82996}, {'age': '65_to_84', 'rate': 1802.0, 'value': 163222}]",128270581.0,676012.0,273.0,1649.0,28.0,111985.0,198.0,17.0,112162.0,198.3
nation,2021-04-21,England,E92000001,1943.0,3840945.0,6798.3,2128.0,3844474.0,77286.0,19954970.0,1225183.0,107518864.0,2640.0,2151833.0,126.0,396968.0,"[{'age': '18_to_64', 'rate': 413.0, 'value': 140400}, {'age': '6_to_17', 'rate': 33.8, 'value': 2756}, {'age': '0_to_5', 'rate': 71.3, 'value': 2801}, {'age': '85+', 'rate': 5902.7, 'value': 83016}, {'age': '65_to_84', 'rate': 1802.5, 'value': 163266}]",129625667.0,1305109.0,249.0,1609.0,20.0,112005.0,198.1,17.0,112179.0,198.4
nation,2021-04-22,England,E92000001,2315.0,3843260.0,6801.7,1884.0,3846358.0,66541.0,20021511.0,968128.0,108639863.0,2322.0,2154155.0,92.0,397060.0,"[{'age': '18_to_64', 'rate': 413.1, 'value': 140441}, {'age': '6_to_17', 'rate': 33.8, 'value': 2759}, {'age': '0_to_5', 'rate': 71.3, 'value': 2802}, {'age': '85+', 'rate': 5903.8, 'value': 83032}, {'age': '65_to_84', 'rate': 1802.9, 'value': 163297}]",130815529.0,1036991.0,237.0,1523.0,11.0,112016.0,198.1,14.0,112193.0,198.4
nation,2021-04-23,England,E92000001,2277.0,3845537.0,6804.5,1580.0,3847938.0,70329.0,20091840.0,587835.0,109312897.0,3047.0,2157202.0,124.0,397184.0,"[{'age': '18_to_64', 'rate': 413.3, 'value': 140500}, {'age': '6_to_17', 'rate': 33.8, 'value': 2762}, {'age': '0_to_5', 'rate': 71.4, 'value': 2805}, {'age': '85+', 'rate': 5904.9, 'value': 83047}, {'age': '65_to_84', 'rate': 1803.4, 'value': 163341}]",131561939.0,661211.0,221.0,1478.0,38.0,112054.0,198.1,17.0,112210.0,198.4
nation,2021-04-24,England,E92000001,1804.0,3847341.0,6806.6,1202.0,3849140.0,68524.0,20160364.0,387241.0,109735638.0,984.0,2158186.0,99.0,397283.0,"[{'age': '18_to_64', 'rate': 413.5, 'value': 140545}, {'age': '6_to_17', 'rate': 33.9, 'value': 2765}, {'age': '0_to_5', 'rate': 71.4, 'value': 2807}, {'age': '85+', 'rate': 5906.0, 'value': 83063}, {'age': '65_to_84', 'rate': 1803.7, 'value': 163374}]",132054188.0,456749.0,220.0,1401.0,27.0,112081.0,198.2,7.0,112217.0,198.4
