areatype,date,name,code,newCasesByPublishDate,cumCasesByPublishDate,cumCasesBySpecimenDateRate,newCasesBySpecimenDate,cumCasesBySpecimenDate,newPillarOneTestsByPublishDate,cumPillarOneTestsByPublishDate,newPillarTwoTestsByPublishDate,cumPillarTwoTestsByPublishDate,newPillarThreeTestsByPublishDate,cumPillarThreeTestsByPublishDate,newAdmissions,cumAdmissions,cumAdmissionsByAge,cumTestsByPublishDate,newTestsByPublishDate,covidOccupiedMVBeds,hospitalCases,newDeaths28DaysByPublishDate,cumDeaths28DaysByPublishDate,cumDeaths28DaysByPublishDateRate,newDeaths28DaysByDeathDate,cumDeaths28DaysByDeathDate,cumDeaths28DaysByDeathDateRate
nation,2020-05-01,England,E92000001,2501.0,121006.0,273.2,4084.0,154467.0,33408.0,615137.0,,,,,1081.0,77477.0,"[{'age': '18_to_64', 'rate': 74.0, 'value': 25139}, {'age': '6_to_17', 'rate': 4.2, 'value': 339}, {'age': '0_to_5', 'rate': 9.9, 'value': 389}, {'age': '85+', 'rate': 1134.4, 'value': 15954}, {'age': '65_to_84', 'rate': 353.5, 'value': 32021}]",,,1954.0,12623.0,623.0,24576.0,43.5,479.0,26051.0,46.1
nation,2020-05-02,England,E92000001,2228.0,123234.0,278.0,2742.0,157209.0,23664.0,638803.0,,,,,980.0,78457.0,"[{'age': '18_to_64', 'rate': 74.8, 'value': 25424}, {'age': '6_to_17', 'rate': 4.2, 'value': 346}, {'age': '0_to_5', 'rate': 10.1, 'value': 396}, {'age': '85+', 'rate': 1152.2, 'value': 16205}, {'age': '65_to_84', 'rate': 358.2, 'value': 32440}]",,,1844.0,12314.0,485.0,25061.0,44.3,424.0,26475.0,46.8
nation,2020-05-03,England,E92000001,2019.0,125253.0,282.7,2632.0,159841.0,21097.0,659900.0,,,,,1044.0,79501.0,"[{'age': '18_to_64', 'rate': 75.7, 'value': 25724}, {'age': '6_to_17', 'rate': 4.3, 'value': 353}, {'age': '0_to_5', 'rate': 10.3, 'value': 404}, {'age': '85+', 'rate': 1173.3, 'value': 16501}, {'age': '65_to_84', 'rate': 362.9, 'value': 32870}]",,,1795.0,12119.0,222.0,25283.0,44.7,388.0,26863.0,47.5
nation,2020-05-04,England,E92000001,1485.0,126738.0,287.7,2842.0,162683.0,22381.0,684178.0,,,,,1063.0,80564.0,"[{'age': '18_to_64', 'rate': 76.6, 'value': 26054}, {'age': '6_to_17', 'rate': 4.4, 'value': 363}, {'age': '0_to_5', 'rate': 10.4, 'value': 410}, {'age': '85+', 'rate': 1192.3, 'value': 16769}, {'age': '65_to_84', 'rate': 367.8, 'value': 33313}]",,,1724.0,12020.0,247.0,25530.0,45.1,412.0,27275.0,48.2
nation,2020-05-05,England,E92000001,1842.0,128580.0,293.2,3135.0,165818.0,27270.0,711448.0,,,,,959.0,81523.0,"[{'age': '18_to_64', 'rate': 77.5, 'value': 26358}, {'age': '6_to_17', 'rate': 4.5, 'value': 368}, {'age': '0_to_5', 'rate': 10.7, 'value': 419}, {'age': '85+', 'rate': 1209.4, 'value': 17009}, {'age': '65_to_84', 'rate': 372.2, 'value': 33712}]",,,1662.0,11754.0,639.0,26169.0,46.3,392.0,27667.0,48.9
nation,2020-05-06,England,E92000001,1611.0,130191.0,299.0,3259.0,169077.0,27203.0,738652.0,,,,,1040.0,82563.0,"[{'age': '18_to_64', 'rate': 78.5, 'value': 26693}, {'age': '6_to_17', 'rate': 4.6, 'value': 377}, {'age': '0_to_5', 'rate': 10.7, 'value': 422}, {'age': '85+', 'rate': 1228.3, 'value': 17275}, {'age': '65_to_84', 'rate': 376.9, 'value': 34136}]",,,1610.0,11227.0,529.0,26698.0,47.2,390.0,28057.0,49.6
nation,2020-05-07,England,E92000001,2133.0,132324.0,304.7,3203.0,172280.0,27820.0,766471.0,,,,,998.0,83561.0,"[{'age': '18_to_64', 'rate': 79.5, 'value': 27014}, {'age': '6_to_17', 'rate': 4.7, 'value': 383}, {'age': '0_to_5', 'rate': 10.8, 'value': 423}, {'age': '85+', 'rate': 1247.5, 'value': 17545}, {'age': '65_to_84', 'rate': 381.2, 'value': 34524}]",,,1493.0,10726.0,377.0,27075.0,47.9,399.0,28456.0,50.3
nation,2020-05-08,England,E92000001,1694.0,134018.0,309.3,2619.0,174899.0,27174.0,793649.0,,,,,743.0,84304.0,"[{'age': '18_to_64', 'rate': 80.1, 'value': 27221}, {'age': '6_to_17', 'rate': 4.8, 'value': 389}, {'age': '0_to_5', 'rate': 10.9, 'value': 427}, {'age': '85+', 'rate': 1264.8, 'value': 17788}, {'age': '65_to_84', 'rate': 384.2, 'value': 34796}]",,,1446.0,10249.0,498.0,27573.0,48.8,330.0,28786.0,50.9
nation,2020-05-09,England,E92000001,1349.0,135367.0,312.5,1793.0,176692.0,22738.0,816387.0,,,,,798.0,85102.0,"[{'age': '18_to_64', 'rate': 80.7, 'value': 27428}, {'age': '6_to_17', 'rate': 4.8, 'value': 391}, {'age': '0_to_5', 'rate': 10.9, 'value': 429}, {'age': '85+', 'rate': 1282.6, 'value': 18038}, {'age': '65_to_84', 'rate': 387.9, 'value': 35133}]",,,1398.0,10176.0,226.0,27799.0,49.2,330.0,29116.0,51.5
nation,2020-05-10,England,E92000001,1007.0,136374.0,316.0,2001.0,178693.0,21548.0,837935.0,,,,,756.0,85858.0,"[{'age': '18_to_64', 'rate': 81.2, 'value': 27610}, {'age': '6_to_17', 'rate': 4.9, 'value': 398}, {'age': '0_to_5', 'rate': 11.0, 'value': 432}, {'age': '85+', 'rate': 1299.5, 'value': 18277}, {'age': '65_to_84', 'rate': 391.5, 'value': 35458}]",,,1362.0,9893.0,190.0,27989.0,49.5,300.0,29416.0,52.0
nation,2020-05-11,England,E92000001,891.0,137265.0,321.4,3056.0,181749.0,20796.0,858814.0,,,,,866.0,86724.0,"[{'age': '18_to_64', 'rate': 82.0, 'value': 27859}, {'age': '6_to_17', 'rate': 4.9, 'value': 400}, {'age': '0_to_5', 'rate': 11.1, 'value': 438}, {'age': '85+', 'rate': 1315.8, 'value': 18505}, {'age': '65_to_84', 'rate': 395.7, 'value': 35839}]",,,1316.0,10109.0,174.0,28163.0,49.8,260.0,29676.0,52.5
nation,2020-05-12,England,E92000001,1067.0,138332.0,326.6,2918.0,184667.0,26006.0,884820.0,,,,,844.0,87568.0,"[{'age': '18_to_64', 'rate': 82.6, 'value': 28086}, {'age': '6_to_17', 'rate': 4.9, 'value': 402}, {'age': '0_to_5', 'rate': 11.4, 'value': 447}, {'age': '85+', 'rate': 1332.5, 'value': 18741}, {'age': '65_to_84', 'rate': 399.8, 'value': 36208}]",,,1247.0,9791.0,539.0,28702.0,50.8,275.0,29951.0,53.0
nation,2020-05-13,England,E92000001,1146.0,139478.0,331.7,2884.0,187551.0,25114.0,910628.0,,,,,804.0,88372.0,"[{'age': '18_to_64', 'rate': 83.3, 'value': 28319}, {'age': '6_to_17', 'rate': 4.9, 'value': 404}, {'age': '0_to_5', 'rate': 11.5, 'value': 451}, {'age': '85+', 'rate': 1348.0, 'value': 18958}, {'age': '65_to_84', 'rate': 403.6, 'value': 36553}]",,,1198.0,9602.0,362.0,29064.0,51.4,256.0,30207.0,53.4
nation,2020-05-14,England,E92000001,1189.0,140667.0,335.6,2208.0,189759.0,26159.0,936800.0,,,,,763.0,89135.0,"[{'age': '18_to_64', 'rate': 83.9, 'value': 28532}, {'age': '6_to_17', 'rate': 5.0, 'value': 409}, {'age': '0_to_5', 'rate': 11.5, 'value': 452}, {'age': '85+', 'rate': 1362.9, 'value': 19168}, {'age': '65_to_84', 'rate': 407.2, 'value': 36886}]",,,1162.0,9231.0,303.0,29367.0,51.9,277.0,30484.0,53.9
nation,2020-05-15,England,E92000001,1112.0,141779.0,339.3,2130.0,191889.0,29335.0,966136.0,,,,,738.0,89873.0,"[{'age': '18_to_64', 'rate': 84.6, 'value': 28756}, {'age': '6_to_17', 'rate': 5.0, 'value': 412}, {'age': '0_to_5', 'rate': 11.6, 'value': 455}, {'age': '85+', 'rate': 1377.9, 'value': 19379}, {'age': '65_to_84', 'rate': 410.5, 'value': 37183}]",,,1200.0,9079.0,280.0,29647.0,52.4,269.0,30753.0,54.4
nation,2020-05-16,England,E92000001,1136.0,142915.0,342.5,1768.0,193657.0,25494.0,991630.0,,,,,671.0,90544.0,"[{'age': '18_to_64', 'rate': 85.1, 'value': 28923}, {'age': '6_to_17', 'rate': 5.1, 'value': 413}, {'age': '0_to_5', 'rate': 11.7, 'value': 458}, {'age': '85+', 'rate': 1392.1, 'value': 19579}, {'age': '65_to_84', 'rate': 413.8, 'value': 37482}]",,,1101.0,8643.0,348.0,29995.0,53.0,268.0,31021.0,54.9
nation,2020-05-17,England,E92000001,788.0,143703.0,345.3,1587.0,195244.0,19574.0,1011204.0,,,,,673.0,91217.0,"[{'age': '18_to_64', 'rate': 85.6, 'value': 29103}, {'age': '6_to_17', 'rate': 5.1, 'value': 416}, {'age': '0_to_5', 'rate': 11.7, 'value': 461}, {'age': '85+', 'rate': 1405.7, 'value': 19770}, {'age': '65_to_84', 'rate': 417.1, 'value': 37778}]",,,1064.0,8611.0,43.0,30038.0,53.1,223.0,31244.0,55.3
nation,2020-05-18,England,E92000001,816.0,144519.0,349.2,2207.0,197451.0,23107.0,1034363.0,,,,,733.0,91950.0,"[{'age': '18_to_64', 'rate': 86.3, 'value': 29334}, {'age': '6_to_17', 'rate': 5.1, 'value': 420}, {'age': '0_to_5', 'rate': 11.9, 'value': 468}, {'age': '85+', 'rate': 1419.1, 'value': 19959}, {'age': '65_to_84', 'rate': 420.4, 'value': 38077}]",,,1010.0,8668.0,134.0,30172.0,53.4,253.0,31497.0,55.7
nation,2020-05-19,England,E92000001,857.0,145376.0,353.7,2581.0,200032.0,28611.0,1057825.0,,,,,752.0,92702.0,"[{'age': '18_to_64', 'rate': 86.8, 'value': 29521}, {'age': '6_to_17', 'rate': 5.2, 'value': 425}, {'age': '0_to_5', 'rate': 12.1, 'value': 474}, {'age': '85+', 'rate': 1434.1, 'value': 20169}, {'age': '65_to_84', 'rate': 424.2, 'value': 38421}]",,,976.0,8518.0,447.0,30619.0,54.1,231.0,31728.0,56.1
nation,2020-05-20,England,E92000001,824.0,145808.0,357.9,2342.0,202374.0,30817.0,1088641.0,,,,,732.0,93434.0,"[{'age': '18_to_64', 'rate': 87.4, 'value': 29703}, {'age': '6_to_17', 'rate': 5.3, 'value': 430}, {'age': '0_to_5', 'rate': 12.2, 'value': 479}, {'age': '85+', 'rate': 1448.9, 'value': 20378}, {'age': '65_to_84', 'rate': 427.8, 'value': 38749}]",,,921.0,8115.0,259.0,30878.0,54.6,234.0,31962.0,56.5
nation,2020-05-21,England,E92000001,854.0,146662.0,361.9,2266.0,204640.0,30671.0,1119321.0,,,,,715.0,94149.0,"[{'age': '18_to_64', 'rate': 87.9, 'value': 29893}, {'age': '6_to_17', 'rate': 5.3, 'value': 433}, {'age': '0_to_5', 'rate': 12.3, 'value': 485}, {'age': '85+', 'rate': 1464.1, 'value': 20591}, {'age': '65_to_84', 'rate': 431.1, 'value': 39050}]",,,894.0,7903.0,220.0,31098.0,55.0,201.0,32163.0,56.9
nation,2020-05-22,England,E92000001,1083.0,147745.0,365.0,1792.0,206432.0,28480.0,1147802.0,,,,,638.0,94787.0,"[{'age': '18_to_64', 'rate': 88.4, 'value': 30053}, {'age': '6_to_17', 'rate': 5.3, 'value': 436}, {'age': '0_to_5', 'rate': 12.4, 'value': 489}, {'age': '85+', 'rate': 1476.0, 'value': 20759}, {'age': '65_to_84', 'rate': 434.5, 'value': 39353}]",,,852.0,7761.0,257.0,31355.0,55.4,195.0,32358.0,57.2
nation,2020-05-23,England,E92000001,979.0,148724.0,367.3,1301.0,207733.0,25548.0,1173347.0,,,,,504.0,95291.0,"[{'age': '18_to_64', 'rate': 88.8, 'value': 30199}, {'age': '6_to_17', 'rate': 5.4, 'value': 439}, {'age': '0_to_5', 'rate': 12.5, 'value': 492}, {'age': '85+', 'rate': 1484.9, 'value': 20884}, {'age': '65_to_84', 'rate': 437.0, 'value': 39580}]",,,815.0,7428.0,197.0,31552.0,55.8,200.0,32558.0,57.6
nation,2020-05-24,England,E92000001,584.0,149308.0,369.5,1200.0,208933.0,19911.0,1193261.0,,,,,497.0,95788.0,"[{'age': '18_to_64', 'rate': 89.2, 'value': 30330}, {'age': '6_to_17', 'rate': 5.4, 'value': 443}, {'age': '0_to_5', 'rate': 12.6, 'value': 495}, {'age': '85+', 'rate': 1495.6, 'value': 21034}, {'age': '65_to_84', 'rate': 439.3, 'value': 39789}]",,,786.0,7415.0,362.0,31914.0,56.4,169.0,32727.0,57.9
nation,2020-05-25,England,E92000001,494.0,149802.0,371.9,1376.0,210309.0,19845.0,1213107.0,,,,,498.0,96286.0,"[{'age': '18_to_64', 'rate': 89.7, 'value': 30479}, {'age': '6_to_17', 'rate': 5.5, 'value': 446}, {'age': '0_to_5', 'rate': 12.7, 'value': 498}, {'age': '85+', 'rate': 1504.2, 'value': 21155}, {'age': '65_to_84', 'rate': 441.7, 'value': 40011}]",,,771.0,7448.0,86.0,32000.0,56.6,175.0,32902.0,58.2
nation,2020-05-26,England,E92000001,492.0,150294.0,374.5,1451.0,211760.0,22511.0,1235794.0,,,,,578.0,96864.0,"[{'age': '18_to_64', 'rate': 90.1, 'value': 30644}, {'age': '6_to_17', 'rate': 5.5, 'value': 451}, {'age': '0_to_5', 'rate': 12.8, 'value': 502}, {'age': '85+', 'rate': 1514.1, 'value': 21295}, {'age': '65_to_84', 'rate': 444.7, 'value': 40275}]",,,756.0,7305.0,105.0,32105.0,56.8,189.0,33091.0,58.5
nation,2020-05-27,England,E92000001,609.0,150903.0,377.3,1609.0,213369.0,29148.0,1264942.0,,,,,589.0,97453.0,"[{'age': '18_to_64', 'rate': 90.6, 'value': 30814}, {'age': '6_to_17', 'rate': 5.6, 'value': 455}, {'age': '0_to_5', 'rate': 13.0, 'value': 509}, {'age': '85+', 'rate': 1524.8, 'value': 21445}, {'age': '65_to_84', 'rate': 447.5, 'value': 40533}]",,,696.0,6836.0,396.0,32501.0,57.5,171.0,33262.0,58.8
nation,2020-05-28,England,E92000001,519.0,151422.0,380.1,1572.0,214941.0,29609.0,1294552.0,,,,,570.0,98023.0,"[{'age': '18_to_64', 'rate': 91.2, 'value': 30995}, {'age': '6_to_17', 'rate': 5.6, 'value': 459}, {'age': '0_to_5', 'rate': 13.0, 'value': 510}, {'age': '85+', 'rate': 1534.0, 'value': 21575}, {'age': '65_to_84', 'rate': 450.3, 'value': 40787}]",,,663.0,6528.0,315.0,32816.0,58.0,182.0,33444.0,59.1
nation,2020-05-29,England,E92000001,560.0,151982.0,382.5,1371.0,216312.0,30139.0,1324691.0,,,,,499.0,98522.0,"[{'age': '18_to_64', 'rate': 91.6, 'value': 31146}, {'age': '6_to_17', 'rate': 5.7, 'value': 463}, {'age': '0_to_5', 'rate': 13.0, 'value': 512}, {'age': '85+', 'rate': 1542.7, 'value': 21696}, {'age': '65_to_84', 'rate': 452.7, 'value': 41008}]",,,630.0,6250.0,246.0,33062.0,58.5,163.0,33607.0,59.4
nation,2020-05-30,England,E92000001,715.0,151856.0,384.3,996.0,217308.0,24823.0,1349517.0,,,,,466.0,98988.0,"[{'age': '18_to_64', 'rate': 91.9, 'value': 31255}, {'age': '6_to_17', 'rate': 5.7, 'value': 463}, {'age': '0_to_5', 'rate': 13.1, 'value': 515}, {'age': '85+', 'rate': 1552.2, 'value': 21830}, {'age': '65_to_84', 'rate': 455.2, 'value': 41226}]",,,628.0,5972.0,117.0,33179.0,58.7,145.0,33752.0,59.7
nation,2020-05-31,England,E92000001,320.0,152176.0,386.0,988.0,218296.0,21332.0,1370849.0,,,23110.0,88731.0,446.0,99434.0,"[{'age': '18_to_64', 'rate': 92.4, 'value': 31396}, {'age': '6_to_17', 'rate': 5.7, 'value': 464}, {'age': '0_to_5', 'rate': 13.2, 'value': 517}, {'age': '85+', 'rate': 1559.4, 'value': 21931}, {'age': '65_to_84', 'rate': 457.4, 'value': 41427}]",,,606.0,5933.0,39.0,33218.0,58.7,113.0,33865.0,59.9
nation,2020-06-01,England,E92000001,294.0,152470.0,388.3,1312.0,219608.0,23240.0,1394048.0,,,30357.0,119088.0,522.0,99956.0,"[{'age': '18_to_64', 'rate': 92.8, 'value': 31557}, {'age': '6_to_17', 'rate': 5.7, 'value': 467}, {'age': '0_to_5', 'rate': 13.2, 'value': 520}, {'age': '85+', 'rate': 1567.9, 'value': 22051}, {'age': '65_to_84', 'rate': 460.0, 'value': 41662}]",,,584.0,5954.0,79.0,33297.0,58.9,121.0,33986.0,60.1
nation,2020-06-02,England,E92000001,444.0,152914.0,390.7,1350.0,220958.0,30828.0,1425263.0,,,36013.0,155344.0,553.0,100509.0,"[{'age': '18_to_64', 'rate': 93.3, 'value': 31706}, {'age': '6_to_17', 'rate': 5.8, 'value': 472}, {'age': '0_to_5', 'rate': 13.3, 'value': 524}, {'age': '85+', 'rate': 1578.8, 'value': 22205}, {'age': '65_to_84', 'rate': 462.6, 'value': 41903}]",,,553.0,5827.0,228.0,33525.0,59.3,155.0,34141.0,60.4
nation,2020-06-03,England,E92000001,462.0,153376.0,392.9,1238.0,222196.0,31443.0,1456835.0,,,40385.0,194467.0,491.0,101000.0,"[{'age': '18_to_64', 'rate': 93.8, 'value': 31876}, {'age': '6_to_17', 'rate': 5.9, 'value': 479}, {'age': '0_to_5', 'rate': 13.5, 'value': 529}, {'age': '85+', 'rate': 1586.9, 'value': 22319}, {'age': '65_to_84', 'rate': 464.7, 'value': 42095}]",,,523.0,5600.0,218.0,33743.0,59.7,138.0,34279.0,60.6
nation,2020-06-04,England,E92000001,431.0,153807.0,394.9,1145.0,223341.0,30907.0,1487742.0,,,42899.0,238522.0,458.0,101458.0,"[{'age': '18_to_64', 'rate': 94.2, 'value': 32017}, {'age': '6_to_17', 'rate': 5.9, 'value': 484}, {'age': '0_to_5', 'rate': 13.6, 'value': 535}, {'age': '85+', 'rate': 1594.3, 'value': 22422}, {'age': '65_to_84', 'rate': 467.0, 'value': 42298}]",,,494.0,5398.0,112.0,33855.0,59.9,121.0,34400.0,60.8
nation,2020-06-05,England,E92000001,451.0,154258.0,396.8,1022.0,224363.0,29469.0,1518181.0,,,41619.0,280524.0,380.0,101838.0,"[{'age': '18_to_64', 'rate': 94.6, 'value': 32148}, {'age': '6_to_17', 'rate': 6.0, 'value': 490}, {'age': '0_to_5', 'rate': 13.7, 'value': 538}, {'age': '85+', 'rate': 1600.5, 'value': 22509}, {'age': '65_to_84', 'rate': 468.7, 'value': 42449}]",,,481.0,5213.0,239.0,34094.0,60.3,109.0,34509.0,61.0
nation,2020-06-06,England,E92000001,422.0,154680.0,398.0,727.0,225090.0,27694.0,1546327.0,,,22720.0,303264.0,306.0,102144.0,"[{'age': '18_to_64', 'rate': 94.8, 'value': 32236}, {'age': '6_to_17', 'rate': 6.0, 'value': 493}, {'age': '0_to_5', 'rate': 13.7, 'value': 540}, {'age': '85+', 'rate': 1606.8, 'value': 22598}, {'age': '65_to_84', 'rate': 470.0, 'value': 42573}]",,,473.0,5004.0,126.0,34220.0,60.5,98.0,34607.0,61.2
nation,2020-06-07,England,E92000001,228.0,154908.0,399.2,666.0,225756.0,23540.0,1569977.0,,,16694.0,320871.0,323.0,102467.0,"[{'age': '18_to_64', 'rate': 95.1, 'value': 32336}, {'age': '6_to_17', 'rate': 6.1, 'value': 497}, {'age': '0_to_5', 'rate': 13.8, 'value': 541}, {'age': '85+', 'rate': 1612.8, 'value': 22683}, {'age': '65_to_84', 'rate': 471.5, 'value': 42706}]",,,448.0,4820.0,49.0,34269.0,60.6,113.0,34720.0,61.4
nation,2020-06-08,England,E92000001,92.0,155000.0,401.0,989.0,226745.0,25035.0,1595012.0,,,27978.0,349578.0,348.0,102815.0,"[{'age': '18_to_64', 'rate': 95.4, 'value': 32446}, {'age': '6_to_17', 'rate': 6.1, 'value': 502}, {'age': '0_to_5', 'rate': 13.8, 'value': 543}, {'age': '85+', 'rate': 1618.9, 'value': 22769}, {'age': '65_to_84', 'rate': 473.1, 'value': 42851}]",,,443.0,4830.0,44.0,34313.0,60.7,112.0,34832.0,61.6
nation,2020-06-09,England,E92000001,651.0,155651.0,402.8,1054.0,227799.0,35187.0,1630199.0,,,37147.0,386984.0,397.0,103212.0,"[{'age': '18_to_64', 'rate': 95.8, 'value': 32575}, {'age': '6_to_17', 'rate': 6.2, 'value': 506}, {'age': '0_to_5', 'rate': 13.9, 'value': 546}, {'age': '85+', 'rate': 1625.6, 'value': 22862}, {'age': '65_to_84', 'rate': 474.9, 'value': 43019}]",,,427.0,4665.0,179.0,34492.0,61.0,85.0,34917.0,61.7
nation,2020-06-10,England,E92000001,63.0,155714.0,404.7,1078.0,228877.0,34290.0,1664564.0,,,42979.0,430461.0,402.0,103614.0,"[{'age': '18_to_64', 'rate': 96.2, 'value': 32689}, {'age': '6_to_17', 'rate': 6.2, 'value': 507}, {'age': '0_to_5', 'rate': 13.9, 'value': 548}, {'age': '85+', 'rate': 1632.9, 'value': 22965}, {'age': '65_to_84', 'rate': 477.0, 'value': 43201}]",,,384.0,4447.0,143.0,34635.0,61.2,97.0,35014.0,61.9
nation,2020-06-11,England,E92000001,304.0,156018.0,406.3,911.0,229788.0,31130.0,1696954.0,,,46491.0,477493.0,330.0,103944.0,"[{'age': '18_to_64', 'rate': 96.5, 'value': 32797}, {'age': '6_to_17', 'rate': 6.2, 'value': 508}, {'age': '0_to_5', 'rate': 14.0, 'value': 549}, {'age': '85+', 'rate': 1638.3, 'value': 23041}, {'age': '65_to_84', 'rate': 478.5, 'value': 43345}]",,,334.0,4179.0,64.0,34699.0,61.4,71.0,35085.0,62.0
nation,2020-06-12,England,E92000001,392.0,156410.0,408.0,942.0,230730.0,30837.0,1728596.0,,,46952.0,525020.0,298.0,104242.0,"[{'age': '18_to_64', 'rate': 96.7, 'value': 32883}, {'age': '6_to_17', 'rate': 6.3, 'value': 515}, {'age': '0_to_5', 'rate': 14.0, 'value': 550}, {'age': '85+', 'rate': 1644.0, 'value': 23122}, {'age': '65_to_84', 'rate': 479.9, 'value': 43468}]",,,336.0,4136.0,117.0,34816.0,61.6,73.0,35158.0,62.2
nation,2020-06-13,England,E92000001,372.0,156782.0,409.4,788.0,231518.0,30577.0,1760028.0,,,21337.0,548794.0,265.0,104507.0,"[{'age': '18_to_64', 'rate': 97.0, 'value': 32971}, {'age': '6_to_17', 'rate': 6.3, 'value': 517}, {'age': '0_to_5', 'rate': 14.1, 'value': 554}, {'age': '85+', 'rate': 1648.0, 'value': 23177}, {'age': '65_to_84', 'rate': 481.2, 'value': 43584}]",,,339.0,4000.0,94.0,34910.0,61.7,52.0,35210.0,62.3
nation,2020-06-14,England,E92000001,292.0,157074.0,410.7,744.0,232262.0,23632.0,1784512.0,,,13452.0,562314.0,306.0,104813.0,"[{'age': '18_to_64', 'rate': 97.3, 'value': 33061}, {'age': '6_to_17', 'rate': 6.4, 'value': 519}, {'age': '0_to_5', 'rate': 14.1, 'value': 554}, {'age': '85+', 'rate': 1653.8, 'value': 23259}, {'age': '65_to_84', 'rate': 482.6, 'value': 43716}]",,,343.0,3973.0,23.0,34933.0,61.8,76.0,35286.0,62.4
nation,2020-06-15,England,E92000001,219.0,157293.0,412.4,937.0,233199.0,28149.0,1812661.0,,,28186.0,592204.0,365.0,105178.0,"[{'age': '18_to_64', 'rate': 97.6, 'value': 33184}, {'age': '6_to_17', 'rate': 6.4, 'value': 521}, {'age': '0_to_5', 'rate': 14.2, 'value': 557}, {'age': '85+', 'rate': 1659.0, 'value': 23333}, {'age': '65_to_84', 'rate': 484.4, 'value': 43879}]",,,327.0,3920.0,25.0,34958.0,61.8,61.0,35347.0,62.5
nation,2020-06-16,England,E92000001,252.0,157545.0,414.1,993.0,234192.0,35300.0,1847961.0,,,39895.0,632146.0,354.0,105532.0,"[{'age': '18_to_64', 'rate': 97.9, 'value': 33289}, {'age': '6_to_17', 'rate': 6.4, 'value': 523}, {'age': '0_to_5', 'rate': 14.2, 'value': 559}, {'age': '85+', 'rate': 1664.5, 'value': 23410}, {'age': '65_to_84', 'rate': 486.3, 'value': 44047}]",,,327.0,3934.0,106.0,35064.0,62.0,69.0,35416.0,62.6
nation,2020-06-17,England,E92000001,252.0,157797.0,415.7,911.0,235103.0,35097.0,1883058.0,,,44082.0,678176.0,334.0,105866.0,"[{'age': '18_to_64', 'rate': 98.3, 'value': 33407}, {'age': '6_to_17', 'rate': 6.5, 'value': 528}, {'age': '0_to_5', 'rate': 14.3, 'value': 562}, {'age': '85+', 'rate': 1668.9, 'value': 23471}, {'age': '65_to_84', 'rate': 487.9, 'value': 44194}]",,,300.0,3826.0,90.0,35154.0,62.2,54.0,35470.0,62.7
nation,2020-06-18,England,E92000001,281.0,158078.0,417.4,943.0,236046.0,33806.0,1920734.0,,,44895.0,722961.0,312.0,106178.0,"[{'age': '18_to_64', 'rate': 98.6, 'value': 33507}, {'age': '6_to_17', 'rate': 6.5, 'value': 530}, {'age': '0_to_5', 'rate': 14.4, 'value': 565}, {'age': '85+', 'rate': 1673.8, 'value': 23540}, {'age': '65_to_84', 'rate': 489.4, 'value': 44332}]",,,299.0,3681.0,60.0,35214.0,62.3,57.0,35527.0,62.8
nation,2020-06-19,England,E92000001,323.0,158401.0,418.9,821.0,236867.0,34530.0,1955264.0,,,41155.0,764585.0,253.0,106431.0,"[{'age': '18_to_64', 'rate': 98.8, 'value': 33593}, {'age': '6_to_17', 'rate': 6.5, 'value': 531}, {'age': '0_to_5', 'rate': 14.5, 'value': 570}, {'age': '85+', 'rate': 1677.6, 'value': 23594}, {'age': '65_to_84', 'rate': 490.6, 'value': 44439}]",,,283.0,3575.0,73.0,35287.0,62.4,47.0,35574.0,62.9
nation,2020-06-20,England,E92000001,324.0,158725.0,420.0,628.0,237495.0,28203.0,1983749.0,,,20426.0,786013.0,184.0,106615.0,"[{'age': '18_to_64', 'rate': 99.0, 'value': 33644}, {'age': '6_to_17', 'rate': 6.5, 'value': 533}, {'age': '0_to_5', 'rate': 14.6, 'value': 572}, {'age': '85+', 'rate': 1680.6, 'value': 23636}, {'age': '65_to_84', 'rate': 491.6, 'value': 44526}]",,,297.0,3423.0,67.0,35354.0,62.5,54.0,35628.0,63.0
nation,2020-06-21,England,E92000001,215.0,158940.0,420.9,549.0,238044.0,23187.0,2007119.0,,,9902.0,795915.0,215.0,106830.0,"[{'age': '18_to_64', 'rate': 99.2, 'value': 33716}, {'age': '6_to_17', 'rate': 6.5, 'value': 533}, {'age': '0_to_5', 'rate': 14.7, 'value': 576}, {'age': '85+', 'rate': 1683.6, 'value': 23679}, {'age': '65_to_84', 'rate': 492.6, 'value': 44622}]",,,265.0,3373.0,30.0,35384.0,62.6,47.0,35675.0,63.1
nation,2020-06-22,England,E92000001,178.0,159118.0,422.4,814.0,238858.0,29893.0,2037359.0,,,26084.0,822058.0,318.0,107148.0,"[{'age': '18_to_64', 'rate': 99.5, 'value': 33824}, {'age': '6_to_17', 'rate': 6.6, 'value': 540}, {'age': '0_to_5', 'rate': 14.8, 'value': 582}, {'age': '85+', 'rate': 1687.1, 'value': 23728}, {'age': '65_to_84', 'rate': 494.3, 'value': 44770}]",,,296.0,3417.0,13.0,35397.0,62.6,58.0,35733.0,63.2
